Summeringsnivå 1;Summeringsnivå 2;Summeringsnivå 3;Arbetsplatskod;Arbetsplatsens namn
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910543;P H Jeppsson ÖNH-mottagning HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910544;Cityortopededen HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910545;Mycoderm HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910546;Adam Nagy
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910547;Laszlo Fekete AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910548;Dag Beskow Ögonkonsult
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910549;Art Clinic
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910550;Stalfors Care  AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910551;Nils Peterson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910552;Rolf Axelsson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910553;Kvinnohälsan AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910554;Dermakliniken
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910555;ÖNH Institutet
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910556;Torgny Persson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910557;Connecta-mottagningen
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910561;Livläkarna  vid Kopparmärra AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910562;Ulla Thelander
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910563;Jan Hansson Läkarpraktik AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910564;Nordisk Medicin konsult EE AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910566;Cardcon Göteborg AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910567;SDS kliniken AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910568;Elverfors Läkartjänst
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910569;Elverfors Medical AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910570;Kärlkliniken
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910571;Dalko HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910572;B.Fhager HB 73
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910573;F:a Jan -Erik Starmarks sjukvård
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910574;Prof.Elinor Ben -Menachem
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910575;Clas Lossing Plastik AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910576;HB Teres
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910577;S.Nyström Läkarmottagning AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910578;Stig Blomberg
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910579;Progenero AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910580;Claes Norrby
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910581;Bredbandsdoktorn AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910582;Dr Direkt AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910584;Lars Persson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910585;Vasakliniken
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910587;Psykiatrin i Västra Götaland
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910588;Carlsson Research AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910589;West Medic
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910590;Idrottskliniken i Göteborg
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910591;Akutkliniken (Babak Medicin Cosmeti
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910592;Hans Holmström Läk mott.AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910594;Doc Anders Nordwall
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910595;HB Två Ben
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910596;Kb Artimedos
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438910598;Vasa Parkinson-mottagn Michael Mato
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14389107726;Ackerot Vårdkonsult
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911101;Stiftelsen Bräcke Diakoni, Helhetsv
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911102;Östergården
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911103;Stiftelse Ängårdens Hospice
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911104;Västra Hemläkarna HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911106;Vroban Plastikkirurgi _ läkarmottag
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911107;Dr Saras Läkartjänst AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911126;Ralph Wernbom läkarmottagning AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911201;Andersen Hem Tech AB/C-solklart
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911202;Kontikimottagningen
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911203;Jourläkarna  P A Inject
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911204;Dr Lars-Göran Lööf
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911205;Födelsehusets Barnmorskor
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911206;Van Raath Kliniken
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911207;Skår Göteborg Psykiatri AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911208;Alpha med. konsult AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911209;Dr Radomska läkarmottagning
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911210;Exegi friskvård - Bergstrand _ Bryc
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911211;Mogården
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911212;Privat läkarmottagning Dr Kamal You
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14389112121;Maxhälsa T_K, Bachar Ghanoum
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911213;Läkarmottagning Angered
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911214;Geriatrisk mottagning/ Bernadette L
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911215;Läkarfirma Hellgren _ Jarlvik HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438911216;Läkarhemsbesök/ Bergstrand _ Brycke
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14389123;Helprivata läkare HSN G
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912301;Citysjukhuset +7 / Johannes Felling
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912302;Citysjukhuset +7 / Mikael Tjernströ
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912303;Emmetropis AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912304;Diagnostiskt Centrum hud i Göteborg
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912305;PRP Kliniken Sverige AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912306;Citysjukhuset +7 / John Wulcan
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912307;Smärthjälpen
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912308;Aleris Röntgen Annedal
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912309;Nu Dimension Akutvård B
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912310;Maltese Medici AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912311;Urinkollen AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912312;Firma H Erlandsson Gyn och Obstetri
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912313;VMK Medicinska Konsulter HB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912314;Citysjukhuset +7 / Kaveh Khodakaram
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912315;Citysjukhuset +7 / Mattias Lundkvis
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912316;Citysjukhuset +7 / Sylvia Svedberg
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912317;Citysjukhuset +7 / Tomaz Radomski
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912318;Citysjukhuset +7 / Anne Reitz
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912319;Art Clinic
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912320;Arya specialistvård
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912323;E-med on demand international AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912324;CHPH Anestesi / Christopher Lundbor
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912326;Remelski AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912327;Kirurgmottagningen Läkarhuset, Stie
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912328;Hertziakliniken
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912329;Akimbo Medical
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438912331;Qui
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;1438931202;Medicin_psykologi / Georgina Torén
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705010204;John Olsson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705010216;Tuve Läkargrupp
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705010812;Cleopatra Medical Center
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705041360;Carlanderska Hud,1360
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705050534;Lars Edsbagge
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705050939;Bengt Hagström
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705050980;CityAkuten Invärtesmedicin
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705051326;Nordstans Läkarmottagning
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705051360;Carlanderska invärtesmedicin,1360
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705052009;Ingeli Andreasson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705060626;West Medic
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705060980;Cityakuten/vårdavtal, kirurgi
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705061360;Carlanderska kirurgi, 1360
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705070946;Sokolova Gynklinik
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705070980;Cityakuten/vårdavtal, gynekologi
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705080647;Linnégatan 31  0647
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705080980;City Akuten/ Psyk 0980
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705081322;Birgitta Lindblad
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705081369;West Medic
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705090980;Cityakuten/vårdavtal, ögon
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705090987;Medocular,0987
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705091374;Vårda Ögonklinik AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705100980;Cityakuten/vårdavtal, öron-näs och
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705110637;Terje Bjöness
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705110731;Gothenburg Medical Center
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705110980;CityAkuten
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705120716;Migränkliniken
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705121405;Dr. Ahlberg Läkarpraktik KB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14705901;SHC, Scandinavian Heart Center
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723010081;Susanne Nilsson
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723040380;Hudspecialisten Ylva Ohlsson AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723040381;Hagakliniken Hudmottagningen/ Imre
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723041456;Diagnostiskt Centrum Hud
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723041457;Hagakliniken AB
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723050415;Göteborgs Hjärtmottagning
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723071300;Hagens Gynekologimottagning / Hans-
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723091435;Aveny Ögonklinik
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723091436;Capio Medocular
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723091437;Scanloc
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723091840;Aveny Ögonklinik
HSN 23 Göteborg;Övriga privata vårdgivare;Helprivata läkare;14723093547;Ögonakuten 24
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;143871;Smittskyddsenheten
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389105136;Jonas Brisman
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389105137;Lars Gerhardsson, privatpraktiker
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389105158;Privatpraktiken Marie Glassel
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438910516;Erik Linnér
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438910517;Veronica Nagy
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438910558;Anders Elmgren
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438910559;Maria Råstam
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438910597;Wernung Anders
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438910599;Hans Ernerot läkarpraktik AB
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438911127;Vigg Joste
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438912330;Tremedikus AB
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389305;Privat läkare fd HSN5
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438930501;Magnus Braide
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438930502;Göran Gannedahl
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438930503;Peter Daneryd
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438930504;Anders Alfredsson
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438930505;Bernt-Göran Johansson
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389311;Nämndomr 11, privat läkare
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438931101;Peter Lönnroth
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438931102;Cecilia Karlsson
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438931103;Olof Bergqvist
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438931104;Lena Wallin
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438931105;Margareta Eriksson
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389312;Privata läkare fd HSN12
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438931201;Kjell Reichenberg
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389323;Fritidsförskrivare Göteborg HSN
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389405;Förskrivare VGR fd HSN5
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438940501;Ann Charlotte Ahlberg
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14705011337;Marie-Louise Lundqvist,
HSN 23 Göteborg;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14705100511;Gunnar Aniansson
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;141438920519;Mehdi Manouchehri
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14389105109;Mats Hagberg
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14389105253;Västra Läkarpraktiken AB/Joakim Har
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438910560;Lars Peterson
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438911105;Adels Specialistmottagning
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438912325;Denise Konopik / Läkarhuset +7
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920302;Rolf Ideberg
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14389205;Pensionerade läkare fd HSN5
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920501;Olle K.A Thorén
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920502;Anna-Lena Bergström
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920503;Hallvard Lingaas
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920504;L-O Nilsson
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920505;Bengt Rosengren - läkarmottagningen
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920506;Håkan Mobacken
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920507;Jörgen Holmqvist
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920508;Pål Svendsen
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920509;Szczepan Gosk
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920510;Gunvor Hällström
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920511;Bo Bergman
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920512;Olle K.A. Thorén
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920513;Bjarni Arngrimsson
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920514;Kerstin Boström
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920515;Nils Åberg
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920516;Lennart Ransnäs
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920517;Anders Kågerud
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;1438920518;Annicka Widell
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14389223;Pensionerade läkare Göteborg HSN
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705010654;Töcksberg Sture
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705010698;Ulf Herrströmer, 0698
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705030958;William Mannheimer
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705050681;Renate Jonsson
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705050952;Mats Willstrand
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705070543;Hans Erneroth,0543
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705070550;Klas Gedda 0550
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705080519;Lars Bergman, Psghot AB
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14705080659;Wallin Leif
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14711010699;Irma Wright, 0699
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare;14723111461;GHP Spine Center Göteborg
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;14389211;Pensionerade läkare fd HSN11
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921101;Tryggve Romedahl
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921102;Bengt Esping
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921103;Gunnar Björkman
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921104;Seyedalmojahedin Sirus
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;14389212;Pensionerade läkare fd HSN12
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921201;Eva Smith-Himmelmann
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921202;Georgina Torén
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921203;Annika Sällström Homstrand, pension
HSN 23 Göteborg;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438921204;Eva Kokinsky
HSN 23 Göteborg;Övriga privata vårdgivare;Övriga vårdgivare/okänd;140319;Övriga
HSN 23 Göteborg;Övriga privata vårdgivare;Övriga vårdgivare/okänd;1414182201;Hsk Göteborg, okänd
HSN 23 Göteborg;Övriga privata vårdgivare;Övriga vårdgivare/okänd;14148122010;Hsk Göteborg, okänd
HSN 23 Göteborg;Övriga privata vårdgivare;Övriga vårdgivare/okänd;1438132410564;Hsk Göteborg, okänd
HSN 23 Göteborg;Övriga privata vårdgivare;Övriga vårdgivare/okänd;1438132411084;Hsk Göteborg, okänd
HSN 24 Södra;Avtal, allmänläk;Allmänmedicin;140010064652;Carema Noltorps Vårdcentral
HSN 24 Södra;Avtal, allmänläk;Allmänmedicin;140010084656;Fritsla Vårdcentral MedHelp AB
HSN 24 Södra;Avtal, allmänläk;Allmänmedicin;147080140002;Herkules vårdcentral
HSN 24 Södra;Avtal, allmänläk;Allmänmedicin;147080144021;Per Widen, Hälsocentralen Hestra
HSN 24 Södra;Avtal, specialist läk;Hud;147080440003;Hud ASA AB
HSN 24 Södra;Avtal, specialist läk;Radiologi;147083001;Unilabs AB
HSN 24 Södra;Avtal, specialist läk;Urologi;140040084007;Per Folmerz Urologi
HSN 24 Södra;Avtal, specialist läk;Urologi;140040084008;Urologcentrum Ola Wahlberg
HSN 24 Södra;Avtal, specialist läk;Urologi;140040084009;Urocare AB
HSN 24 Södra;Avtal, specialist läk;Ögon;14724090624;Skarpsynt Ögonklinik
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220104;Sociala enheten Hässlehem
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220401;Scheelegårdens missbruksvård
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220402;Ollestads motivations och utredning
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220403;Villa Skogshyddan missbruksvård
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220404;Familjevården i Älvsborg AB
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220405;Sävsjöviks förstärkta familjehem
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220406;Grenhults stödboende
HSN 24 Södra;Komm och statl vårdgivare;Hem för missbrukare m fl;14153220407;iCuro Sverige AB / HVB Sjövik
HSN 24 Södra;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031306;Nämndomr 6, kommunalt anställd sjuk
HSN 24 Södra;Komm och statl vårdgivare;Kommunala distriktssköterskor;14031308;Nämndomr 8, kommunalt anställd sjuk
HSN 24 Södra;Komm och statl vårdgivare;Skolhälsovård;14384106;Nämndomr 6, skolläkare
HSN 24 Södra;Komm och statl vårdgivare;Skolhälsovård;14384108;Nämndomr 8, skolläkare
HSN 24 Södra;Komm och statl vårdgivare;Statligt anställda läkare;14031106;Nämndomr 6, statligt anställda läka
HSN 24 Södra;Komm och statl vårdgivare;Statligt anställda läkare;14031108;Nämndomr 8, statligt anställda läka
HSN 24 Södra;Komm och statl vårdgivare;Ungdomsmottagning;14384206;Nämndomr 6, Ungdomsmottagning
HSN 24 Södra;Komm och statl vårdgivare;Ungdomsmottagning;14384208;Nämndomr 8, Ungdomsmottagning
HSN 24 Södra;Privat FHV;Företagshälsovård;14388206;Nämndomr 6, Privat företagshälsovår
HSN 24 Södra;Privat FHV;Företagshälsovård;1438820601;Feelgood företagshälsovård AB
HSN 24 Södra;Privat FHV;Företagshälsovård;1438820602;Humanhälsan i Väst AB
HSN 24 Södra;Privat FHV;Privat företagshälsovård;14388208;Nämndomr 8, Privat företagshälsovår
HSN 24 Södra;Privat FHV;Privat företagshälsovård;1438820801;Feelgood företagshälsovård AB
HSN 24 Södra;Privat FHV;Privat företagshälsovård;1438820802;Herkules Företagshälsovård AB
HSN 24 Södra;Privat FHV;Privat företagshälsovård;143882803;Priserva i Borås AB
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350611;Jan Högberg
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;14033508;Nämndomr 8,Tandläkare/tandhygienist
